Run	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[cell line]	Sample Characteristic Ontology Term[cell line]	Sample Characteristic[disease]	Sample Characteristic Ontology Term[disease]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Factor Value[cell line]	Factor Value Ontology Term[cell line]	Factor Value[disease]	Factor Value Ontology Term[disease]	Analysed
SRR8615768	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BFTC-905	http://www.ebi.ac.uk/efo/EFO_0002115	bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	urinary tract		BFTC-905	http://www.ebi.ac.uk/efo/EFO_0002115	bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	Yes
SRR8615769	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BFTC-909	http://www.ebi.ac.uk/efo/EFO_0006538	transitional cell carcinoma of kidney	http://www.ebi.ac.uk/efo/EFO_0003017	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	BFTC-909	http://www.ebi.ac.uk/efo/EFO_0006538	transitional cell carcinoma of kidney	http://www.ebi.ac.uk/efo/EFO_0003017	Yes
SRR8615770	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BDCM	http://www.ebi.ac.uk/efo/EFO_0002113	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	hematopoietic system and lymphoid system		BDCM	http://www.ebi.ac.uk/efo/EFO_0002113	acute myeloid leukemia	http://www.ebi.ac.uk/efo/EFO_0000222	Yes
SRR8615771	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BEN	http://www.ebi.ac.uk/efo/EFO_0006537	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	lung	http://purl.obolibrary.org/obo/UBERON_0002048	BEN	http://www.ebi.ac.uk/efo/EFO_0006537	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
SRR8615772	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BCP-1		primary effusion lymphoma	http://www.ebi.ac.uk/efo/EFO_1000491	hematopoietic system and lymphoid system		BCP-1		primary effusion lymphoma	http://www.ebi.ac.uk/efo/EFO_1000491	Yes
SRR8615773	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	B-CPAP		papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	B-CPAP		papillary thyroid carcinoma	http://www.ebi.ac.uk/efo/EFO_0000641	Yes
SRR8615774	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	AU565	http://www.ebi.ac.uk/efo/EFO_0001087	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	breast	http://purl.obolibrary.org/obo/UBERON_0000310	AU565	http://www.ebi.ac.uk/efo/EFO_0001087	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	Yes
SRR8615775	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BC-3C		bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	urinary tract		BC-3C		bladder transitional cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0006544	Yes
SRR8615776	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BHT-101		thyroid gland undifferentiated (anaplastic) carcinoma	http://www.ebi.ac.uk/efo/EFO_1000595	thyroid gland	http://purl.obolibrary.org/obo/UBERON_0002046	BHT-101		thyroid gland undifferentiated (anaplastic) carcinoma	http://www.ebi.ac.uk/efo/EFO_1000595	Yes
SRR8615777	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	BHY	http://www.ebi.ac.uk/efo/EFO_0006539	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	upper digestive tract	http://purl.obolibrary.org/obo/UBERON_0004908	BHY	http://www.ebi.ac.uk/efo/EFO_0006539	oral squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000199	Yes
SRR8615778	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 695T	http://www.ebi.ac.uk/efo/EFO_0006588	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	skin	http://purl.obolibrary.org/obo/UBERON_0000014	Hs 695T	http://www.ebi.ac.uk/efo/EFO_0006588	amelanotic melanoma	http://www.ebi.ac.uk/efo/EFO_1001937	Yes
SRR8615779	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 698.T		colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 698.T		colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615780	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 706.T		bone giant cell tumor	http://www.ebi.ac.uk/efo/EFO_0007176	bone	http://purl.obolibrary.org/obo/UBERON_0002481	Hs 706.T		bone giant cell tumor	http://www.ebi.ac.uk/efo/EFO_0007176	Yes
SRR8615781	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 729		embryonal rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0000437	soft tissue		Hs 729		embryonal rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0000437	Yes
SRR8615782	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 618.T		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 618.T		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615783	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 675.T	http://www.ebi.ac.uk/efo/EFO_0006587	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 675.T	http://www.ebi.ac.uk/efo/EFO_0006587	colorectal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615784	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 683	http://www.ebi.ac.uk/efo/EFO_0006441	oligodendroglioma	http://www.ebi.ac.uk/efo/EFO_0000632	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	Hs 683	http://www.ebi.ac.uk/efo/EFO_0006441	oligodendroglioma	http://www.ebi.ac.uk/efo/EFO_0000632	Yes
SRR8615785	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 688(A).T		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 688(A).T		melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
SRR8615786	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO 792	http://www.ebi.ac.uk/efo/EFO_0006377	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	skin	http://purl.obolibrary.org/obo/UBERON_0000014	COLO 792	http://www.ebi.ac.uk/efo/EFO_0006377	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
SRR8615787	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO-783	http://www.ebi.ac.uk/efo/EFO_0006376	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	skin	http://purl.obolibrary.org/obo/UBERON_0000014	COLO-783	http://www.ebi.ac.uk/efo/EFO_0006376	melanoma	http://www.ebi.ac.uk/efo/EFO_0000756	Yes
SRR8615788	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO 741	http://www.ebi.ac.uk/efo/EFO_0006375	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	skin	http://purl.obolibrary.org/obo/UBERON_0000014	COLO 741	http://www.ebi.ac.uk/efo/EFO_0006375	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615789	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO 684	http://purl.obolibrary.org/obo/CLO_0002552	endometrium adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005232	endometrium	http://purl.obolibrary.org/obo/UBERON_0001295	COLO 684	http://purl.obolibrary.org/obo/CLO_0002552	endometrium adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005232	Yes
SRR8615790	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 737.T		bone giant cell tumor	http://www.ebi.ac.uk/efo/EFO_0007176	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 737.T		bone giant cell tumor	http://www.ebi.ac.uk/efo/EFO_0007176	Yes
SRR8615791	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	Hs 739.T		breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	Hs 739.T		breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	Yes
SRR8615792	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO-678	http://www.ebi.ac.uk/efo/EFO_0006371	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	COLO-678	http://www.ebi.ac.uk/efo/EFO_0006371	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615793	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	COLO 668	http://purl.obolibrary.org/obo/CLO_0002549	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	COLO 668	http://purl.obolibrary.org/obo/CLO_0002549	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8615794	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H2077		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H2077		lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615795	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	PA-TU-8988S	http://www.ebi.ac.uk/efo/EFO_0006730	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	PA-TU-8988S	http://www.ebi.ac.uk/efo/EFO_0006730	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	Yes
SRR8615796	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H2085		non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H2085		non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Yes
SRR8615797	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RERF-LC-Sq1		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	RERF-LC-Sq1		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8615798	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H522	http://www.ebi.ac.uk/efo/EFO_0002295	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H522	http://www.ebi.ac.uk/efo/EFO_0002295	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615799	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H520	http://www.ebi.ac.uk/efo/EFO_0003124	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H520	http://www.ebi.ac.uk/efo/EFO_0003124	squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8615800	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RH-41		alveolar rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0000248	soft tissue		RH-41		alveolar rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0000248	Yes
SRR8615801	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RI-1	http://www.ebi.ac.uk/efo/EFO_0006477	diffuse large B-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	hematopoietic system and lymphoid system		RI-1	http://www.ebi.ac.uk/efo/EFO_0006477	diffuse large B-cell lymphoma	http://www.ebi.ac.uk/efo/EFO_0000403	Yes
SRR8615802	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H2087	http://www.ebi.ac.uk/efo/EFO_0002277	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H2087	http://www.ebi.ac.uk/efo/EFO_0002277	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615803	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	RKO	http://www.ebi.ac.uk/efo/EFO_0001232	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	RKO	http://www.ebi.ac.uk/efo/EFO_0001232	colon carcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615804	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H441	http://www.ebi.ac.uk/efo/EFO_0002292	papillary lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000046	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H441	http://www.ebi.ac.uk/efo/EFO_0002292	papillary lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000046	Yes
SRR8615805	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H358	http://www.ebi.ac.uk/efo/EFO_0002291	bronchoalveolar adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000308	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H358	http://www.ebi.ac.uk/efo/EFO_0002291	bronchoalveolar adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000308	Yes
SRR8615806	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H3255	http://www.ebi.ac.uk/efo/EFO_0003123	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H3255	http://www.ebi.ac.uk/efo/EFO_0003123	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615807	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H322	http://www.ebi.ac.uk/efo/EFO_0006691	bronchoalveolar adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000308	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H322	http://www.ebi.ac.uk/efo/EFO_0006691	bronchoalveolar adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000308	Yes
SRR8615808	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H510		small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H510		small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8615809	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H508	http://www.ebi.ac.uk/efo/EFO_0002294	cecum adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000020	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	NCI-H508	http://www.ebi.ac.uk/efo/EFO_0002294	cecum adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000020	Yes
SRR8615810	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H460	http://www.ebi.ac.uk/efo/EFO_0003044	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H460	http://www.ebi.ac.uk/efo/EFO_0003044	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
SRR8615811	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H446	http://www.ebi.ac.uk/efo/EFO_0002293	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H446	http://www.ebi.ac.uk/efo/EFO_0002293	small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000702	Yes
SRR8615812	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	T-47D	http://www.ebi.ac.uk/efo/EFO_0001247	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	breast	http://purl.obolibrary.org/obo/UBERON_0000310	T-47D	http://www.ebi.ac.uk/efo/EFO_0001247	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	Yes
SRR8615813	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H2122	http://www.ebi.ac.uk/efo/EFO_0002279	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H2122	http://www.ebi.ac.uk/efo/EFO_0002279	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615814	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	NCI-H2126	http://www.ebi.ac.uk/efo/EFO_0002280	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	lung	http://purl.obolibrary.org/obo/UBERON_0002048	NCI-H2126	http://www.ebi.ac.uk/efo/EFO_0002280	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
SRR8615815	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1438	http://www.ebi.ac.uk/efo/EFO_0001171	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1438	http://www.ebi.ac.uk/efo/EFO_0001171	large cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003050	Yes
SRR8615816	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1428	http://www.ebi.ac.uk/efo/EFO_0001171	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1428	http://www.ebi.ac.uk/efo/EFO_0001171	breast adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000304	Yes
SRR8615817	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1187	http://www.ebi.ac.uk/efo/EFO_0001170	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1187	http://www.ebi.ac.uk/efo/EFO_0001170	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8615818	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1171	http://www.ebi.ac.uk/efo/EFO_0003126	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1171	http://www.ebi.ac.uk/efo/EFO_0003126	lung adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000571	Yes
SRR8615819	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1143	http://www.ebi.ac.uk/efo/EFO_0001169	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1143	http://www.ebi.ac.uk/efo/EFO_0001169	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8615820	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HARA		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HARA		squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000708	Yes
SRR8615821	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1419	http://www.ebi.ac.uk/efo/EFO_0005372	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1419	http://www.ebi.ac.uk/efo/EFO_0005372	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8615822	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC1395	http://www.ebi.ac.uk/efo/EFO_0002185	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	breast	http://purl.obolibrary.org/obo/UBERON_0000310	HCC1395	http://www.ebi.ac.uk/efo/EFO_0002185	breast ductal adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0006318	Yes
SRR8615823	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1359	http://www.ebi.ac.uk/efo/EFO_0003128	lung giant cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000332	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1359	http://www.ebi.ac.uk/efo/EFO_0003128	lung giant cell carcinoma	http://www.ebi.ac.uk/efo/EFO_1000332	Yes
SRR8615824	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	HCC-1195	http://www.ebi.ac.uk/efo/EFO_0005371	adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	lung	http://purl.obolibrary.org/obo/UBERON_0002048	HCC-1195	http://www.ebi.ac.uk/efo/EFO_0005371	adenosquamous lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0000233	Yes
SRR8615825	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TCC-PAN2	http://www.ebi.ac.uk/efo/EFO_0006764	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	TCC-PAN2	http://www.ebi.ac.uk/efo/EFO_0006764	pancreatic adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_1000044	Yes
SRR8615826	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TCCSUP		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	urinary tract		TCCSUP		bladder carcinoma	http://purl.obolibrary.org/obo/MONDO_0004986	Yes
SRR8615827	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TE-10		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	TE-10		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	Yes
SRR8615828	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TE-11		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	TE-11		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	Yes
SRR8615829	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	T84	http://www.ebi.ac.uk/efo/EFO_0002084	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	large intestine	http://purl.obolibrary.org/obo/UBERON_0000059	T84	http://www.ebi.ac.uk/efo/EFO_0002084	colon adenocarcinoma	http://www.ebi.ac.uk/efo/EFO_0000365	Yes
SRR8615830	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	T98G	http://www.ebi.ac.uk/efo/EFO_0002085	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	T98G	http://www.ebi.ac.uk/efo/EFO_0002085	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
SRR8615831	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TALL-1		childhood T acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_1001947	hematopoietic system and lymphoid system		TALL-1		childhood T acute lymphoblastic leukemia	http://www.ebi.ac.uk/efo/EFO_1001947	Yes
SRR8615832	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TC-71	http://www.ebi.ac.uk/efo/EFO_0002865	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	bone	http://purl.obolibrary.org/obo/UBERON_0002481	TC-71	http://www.ebi.ac.uk/efo/EFO_0002865	Ewing sarcoma	http://www.ebi.ac.uk/efo/EFO_0000174	Yes
SRR8615833	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TE 125.T		rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	TE 125.T		rhabdomyosarcoma	http://www.ebi.ac.uk/efo/EFO_0002918	Yes
SRR8615834	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	TE-14		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	esophagus	http://purl.obolibrary.org/obo/UBERON_0001043	TE-14		esophageal squamous cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0005922	Yes
SRR8615835	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LN-235		astrocytoma	http://www.ebi.ac.uk/efo/EFO_0000272	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	LN-235		astrocytoma	http://www.ebi.ac.uk/efo/EFO_0000272	Yes
SRR8615836	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LN-229	http://www.ebi.ac.uk/efo/EFO_0006637	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	LN-229	http://www.ebi.ac.uk/efo/EFO_0006637	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
SRR8615837	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LN-215		astrocytoma	http://www.ebi.ac.uk/efo/EFO_0000272	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	LN-215		astrocytoma	http://www.ebi.ac.uk/efo/EFO_0000272	Yes
SRR8615838	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LN-18	http://www.ebi.ac.uk/efo/EFO_0006636	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	central nervous system	http://purl.obolibrary.org/obo/UBERON_0001017	LN-18	http://www.ebi.ac.uk/efo/EFO_0006636	glioblastoma	http://www.ebi.ac.uk/efo/EFO_0000519	Yes
SRR8615839	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	LMSU		gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	stomach	http://purl.obolibrary.org/obo/UBERON_0000945	LMSU		gastric carcinoma	http://www.ebi.ac.uk/efo/EFO_0000178	Yes
